number_of_air_conditioners,ac_power_hp,number_of_refrigerators,number_of_televisions,number_of_fans,number_of_computers,average_daily_usage_hours,season,house_size_m2,insulation_quality,has_water_heater,washing_machine_usage_per_week,monthly_energy_consumption_kwh,monthly_electricity_bill_egp
2,3.0,1,0,2,2,4.525936280840343,winter,171.32376002074287,medium,0,1,1593.9199038022164,1920.9600109914616
3,3.0,1,1,1,2,5.198454403262217,winter,201.06035604393173,high,0,1,1844.1609246844007,2216.07603951975
1,3.0,1,2,2,0,7.778699318636311,summer,75.93774479774635,low,0,4,2320.2529080749937,2783.5920704955406
4,1.5,2,2,1,2,5.582302839954996,winter,184.35903468780663,medium,1,6,2813.2784523788196,3365.067574488123
4,1.5,2,0,4,2,5.969495943530006,winter,212.5539772161593,low,1,1,3063.555135887022,3669.9188202813243
2,1.5,2,0,0,2,3.2943920593534037,summer,112.79433420306793,low,1,4,2585.773651743334,3105.2839119456626
4,1.5,2,1,3,0,6.360844977697642,winter,239.64057753626076,high,1,1,2629.788845040715,3162.285046145518
4,2.25,1,3,2,1,6.091105121092011,winter,244.03609061863003,high,0,2,2042.06089947555,2446.4991780278197
0,1.5,1,1,0,1,7.785197501158837,winter,50.79033146194694,medium,1,3,1163.5771687892268,1395.9629408283379
4,1.5,1,2,3,0,4.411476320623147,summer,219.40459646359588,low,0,5,2475.85047317856,2970.2965974643557
3,3.0,2,3,4,2,8.05833673803784,summer,170.7841653565794,medium,0,0,5234.207111289485,6281.786551718911
2,1.5,1,1,1,0,8.024538698096244,summer,92.39263945720069,low,0,5,2312.67039040132,2775.725392534067
1,1.5,2,0,4,1,7.356827419103902,summer,125.17735577912717,low,0,4,2499.1162749700266,3001.3644054414963
1,3.0,2,2,0,1,5.506493956210604,winter,66.79875209270254,low,1,3,2421.003735110316,2901.9766436044915
0,3.0,2,2,0,2,3.41081783848108,winter,50.0,medium,1,1,1954.244835718616,2346.1968339462733
1,3.0,1,0,2,0,4.656990392680185,summer,115.066492739904,high,1,3,1506.8865965289508,1801.1799069454357
1,2.25,2,1,3,1,9.51107122015493,winter,56.957565193083404,high,0,4,2296.0320921533953,2754.427519504377
2,3.0,2,0,3,0,9.15465598797785,summer,128.94402359692353,low,1,2,5097.7489968467535,6121.163176152333
2,3.0,2,1,2,1,4.38031578980986,winter,116.69546179582716,medium,0,5,2416.2987148625684,2903.395846248808
3,2.25,2,2,4,1,5.2490553247802545,summer,177.95440711500964,medium,0,1,3430.994242238442,4115.982463166505
0,3.0,2,0,3,1,3.069198666177767,winter,50.0,high,0,0,1787.6856200024417,2145.32462494797
1,3.0,1,2,4,0,5.1734884459076085,winter,114.00333725106933,low,0,4,1438.986307398134,1727.0007304769263
3,1.5,2,2,1,0,8.604144393866886,summer,191.61431263342644,low,1,5,4316.430769377443,5177.435201846584
0,3.0,2,3,0,2,6.99823844706958,summer,76.01750676988831,medium,1,0,2035.7419550654795,2444.319713509234
1,3.0,2,0,1,0,9.08224326801827,summer,110.27351097952885,high,0,4,2732.648761229531,3288.523535585904
1,2.25,1,2,2,0,9.730428073361612,summer,108.46350034269898,medium,1,3,2129.0958509711645,2558.0229960012402
2,1.5,2,1,3,1,4.548458451432794,summer,103.76485442259894,low,0,1,2586.9355179966738,3098.707701103627
4,1.5,1,0,1,2,6.883040780411481,summer,255.15319901167953,low,0,2,3382.9230176754254,4064.9606200130015
0,2.25,2,1,0,2,8.28606528175975,winter,50.0,high,1,3,2122.610229216465,2545.121109118141
1,1.5,1,1,3,0,7.351559662157627,winter,118.92891081522801,low,1,5,1535.500572344259,1841.9084316765602
0,2.25,1,1,4,0,4.8218259548511995,winter,50.0,low,0,2,932.2632681004621,1120.8984954195491
3,1.5,1,0,3,0,9.840124265411337,summer,190.14102812315798,low,0,1,3528.119194658601,4244.027168838216
3,1.5,2,1,0,0,7.720583740825216,summer,162.54560055868615,medium,1,2,3470.9131678187937,4168.890779926203
4,3.0,2,0,3,0,3.071091932708605,winter,219.40631222105958,medium,0,3,2649.042790142105,3171.887940760341
1,3.0,2,3,1,2,6.6136465857756015,summer,82.96754792906766,high,1,0,2844.1278217017543,3408.874234540006
2,2.25,2,1,2,2,4.161515645622984,summer,81.9474672222454,low,0,2,2919.6482231735035,3494.999744630034
1,2.25,1,0,1,2,8.061864744302309,summer,86.44436545673267,medium,1,5,2013.6391647389414,2410.447901582175
0,3.0,2,1,3,1,3.4555178691055026,winter,85.20897668294081,high,0,5,1804.891986844329,2168.8131705585934
3,2.25,2,2,4,1,5.384629539148991,summer,158.0584335522843,high,0,6,3159.9596750208257,3791.3505219944514
0,3.0,1,1,3,0,5.194507350754626,summer,65.3030570712451,medium,1,6,1041.1026885535316,1251.6597668828103
4,2.25,1,2,0,1,9.240341676501007,winter,185.4088426867014,low,0,1,3560.316857503055,4260.2617334505
3,3.0,1,2,1,2,9.115252183016937,summer,166.32753889279712,low,0,4,5832.360051663516,6999.630283378829
2,1.5,1,1,1,0,8.763377147275138,summer,130.4874692277305,medium,1,3,2338.223200362527,2811.611603384972
3,3.0,2,1,3,1,8.223869976323256,winter,163.72914190941822,medium,0,3,3630.707632322955,4354.245240533626
1,3.0,2,2,2,2,9.681415187260036,summer,78.71500554948837,medium,0,1,3253.725904351929,3900.100205417943
1,1.5,1,3,3,0,4.338228375785965,winter,67.81157430099577,low,1,3,1324.9721831408594,1586.4368140973318
3,3.0,1,0,2,0,8.739632641432397,summer,187.57159048238032,low,1,3,5753.878133532039,6906.167320234993
4,1.5,2,1,3,2,7.714143404020269,summer,209.7290542104876,low,0,2,4631.374239738717,5558.517596913686
1,1.5,1,2,1,2,7.909954482598492,winter,52.10037111767813,high,1,4,1509.1825170904367,1810.9770976590773
1,2.25,1,0,2,1,5.988051966025775,winter,50.0,medium,0,5,1260.866763200589,1504.9415920976637
2,2.25,1,1,0,2,7.565572895026374,winter,149.21679520971574,medium,1,3,1944.0082336266566,2333.5970700642993
3,2.25,2,0,2,2,4.661880304030392,summer,171.66974296568338,medium,0,0,3237.235935693902,3884.929147888062
1,1.5,2,2,4,2,6.711531982500812,winter,76.93248370769115,medium,0,3,2184.9794725549,2613.5121220968417
4,2.25,2,1,0,0,9.794859459204265,summer,237.77010273451987,low,1,6,7048.514636488715,8456.889809461441
0,3.0,1,3,3,2,7.793233868916476,summer,50.0,medium,1,6,1232.551276262304,1476.5606923884216
3,1.5,2,0,4,2,7.728155441834659,winter,172.8562246067913,medium,0,2,2724.4414107308453,3283.0604865952514
2,3.0,1,1,0,0,4.6472670518809895,summer,151.41678445906354,low,1,2,2764.403275462037,3317.2600176929627
1,3.0,2,0,3,0,8.885701403072893,winter,109.39812798081827,low,1,3,2719.4520651889156,3260.5766587579888
4,1.5,1,0,2,0,9.463625006054844,summer,225.0059961184243,high,0,3,2941.047209560388,3525.413155765963
3,2.25,1,1,3,0,3.758442263681031,summer,164.29242458646283,low,0,0,2374.5699836503536,2848.915889636925
4,1.5,2,1,1,0,6.167070601836272,winter,177.39242162410946,medium,1,4,2869.2219779986935,3444.510769102276
4,2.25,2,1,0,2,7.660943908693632,summer,215.51966664311334,high,0,1,4331.353487682935,5194.904211573016
2,1.5,1,2,2,2,9.184584766666903,winter,140.99712089185954,high,0,4,1613.549274153893,1933.6361984099706
3,2.25,1,1,3,1,6.758310713510802,summer,137.5712393150498,low,1,2,3852.9222905954075,4627.225642340807
1,1.5,1,0,2,2,5.940541204202019,winter,82.27453623340898,low,1,5,1499.934986793462,1803.14139160978
2,2.25,1,1,2,0,3.2747371905773885,winter,130.20515390133855,medium,0,2,1250.3839259759839,1484.2466620817288
1,2.25,1,2,0,2,6.85989202289954,summer,93.26038061795758,low,1,2,2043.3893390350158,2461.4217739557193
0,2.25,2,2,2,2,5.3051682446941335,summer,50.0,low,1,2,2017.923952793098,2414.772499510298
4,3.0,1,1,0,1,9.951920411230063,summer,175.13038422821904,medium,1,3,6558.487864046607,7867.323136694794
0,1.5,2,0,2,0,7.1867240076143775,winter,50.0,low,1,3,1992.5770672862354,2392.8256797779463
4,1.5,2,2,2,2,4.50215481548624,winter,231.35968811187666,medium,1,3,2678.0241754745807,3213.0043163806954
2,2.25,2,0,3,1,9.948281449858776,summer,110.11331694561889,medium,0,6,3875.213217908865,4650.518521736753
1,1.5,2,3,4,2,7.137232052188344,summer,79.16057341760222,low,0,1,2593.96707107805,3106.258957992578
1,3.0,1,2,0,2,8.384964095336025,winter,50.0,medium,0,1,1643.5188487171993,1979.17977153164
2,1.5,2,3,1,2,9.783050988191857,summer,145.62931935900082,high,1,0,3149.545097849583,3777.1085515827085
3,1.5,2,2,0,1,8.253502810537723,summer,168.06675112542874,medium,0,6,3504.5961503095077,4204.121673260539
0,2.25,2,0,2,2,9.603623507814058,summer,50.0,low,0,2,1882.1759237833612,2254.809261839018
0,2.25,1,3,4,2,5.534234780580794,winter,50.0,medium,1,6,1225.1626317464275,1473.8014934341486
1,2.25,2,0,0,1,3.3608275898674744,summer,131.70362276940756,high,1,4,2202.9433759799686,2646.4242497515393
1,3.0,2,2,2,0,9.74769332127039,winter,95.81564119037071,medium,1,5,2781.4541232028687,3333.189097742746
1,1.5,2,0,1,0,6.834135928507417,winter,124.92553300603896,high,0,4,1960.2153127297347,2345.6467982709746
2,1.5,1,3,3,2,8.399190648187592,winter,104.10984909534548,high,1,0,1742.9856882635402,2097.6245370291354
3,2.25,1,1,3,1,6.859853047440834,winter,167.13998488739514,medium,1,2,2353.3687428227195,2832.569890329188
0,3.0,1,1,0,2,8.327318841913998,summer,50.0,low,0,2,976.6306412173665,1181.0069027214472
4,3.0,2,2,0,2,3.4174741984758183,summer,203.62771869698977,low,0,0,4181.767840823463,5014.779004488775
2,3.0,1,1,1,1,3.46776434948083,winter,125.42948967624349,high,1,3,1564.072492894773,1878.289667476779
0,1.5,1,2,3,0,9.43862090312618,winter,73.88726003225167,medium,1,5,1136.532497262374,1370.4383227600772
3,2.25,1,0,2,1,6.050359230672958,winter,187.2613602516501,low,1,1,2337.5775238767055,2803.5836464717336
2,1.5,2,0,0,1,5.106139988986008,winter,139.8335013266953,medium,1,5,2231.025155386421,2674.7273731243727
0,2.25,1,3,4,2,9.403856190246248,winter,50.0,medium,0,3,1172.5006865257196,1405.2882579649438
2,3.0,2,3,3,1,9.991852792959072,summer,137.28106641838514,low,1,2,5569.43164621863,6689.3745654114955
0,2.25,2,1,2,1,7.299511394882667,summer,50.0,medium,0,5,1839.2821740650465,2206.1341547703605
0,3.0,2,0,3,2,6.919653295212465,summer,60.58737188369713,medium,0,2,1850.678656282504,2221.2301807291374
3,1.5,2,3,1,1,9.422596840192096,winter,178.05572148911247,high,0,4,2717.8835480060684,3262.7204993842047
4,2.25,1,1,4,1,4.248498314323413,winter,219.1061756412719,high,0,0,1672.1743268615257,2009.9531708837721
3,2.25,1,2,2,1,7.430622091145883,summer,180.14552822704468,low,0,5,3919.8982581904693,4699.0991622008505
0,1.5,2,3,2,0,8.644023459931963,summer,84.13028752186318,high,1,4,1970.8491031911217,2367.2003395138413
2,2.25,2,3,0,1,8.17624780064251,winter,136.76394337921244,high,0,2,2535.1429157029015,3040.56111156449
3,1.5,2,1,1,1,8.238621460873905,winter,174.3311161776872,high,0,3,2528.9158796670117,3030.5296873460898
4,2.25,2,3,1,1,8.6349731956613,summer,214.5627547589677,medium,1,0,5593.37414721948,6710.389853033688
0,1.5,1,1,2,2,4.486542164337109,summer,50.0,high,1,0,1189.6352925912768,1426.8296273826447
3,2.25,1,3,3,2,6.887976717036495,summer,182.13113547915844,medium,1,5,3380.216132343139,4057.6998846239735
3,1.5,2,0,2,2,3.768727309628037,summer,159.24478555587854,medium,1,0,2714.5894076369214,3262.07167850414
3,3.0,1,0,2,2,3.6353606322436764,summer,205.08186407028612,low,1,5,3017.200873244312,3615.288624676122
3,3.0,1,0,2,0,8.724515444749711,summer,158.46974200851062,low,0,5,5507.702777927142,6606.88313296402
2,1.5,1,3,2,2,8.683534011667835,winter,117.32121465469433,high,0,0,1574.5922958024294,1890.0798253169564
4,3.0,1,1,2,2,4.2766908192641555,winter,217.10746553195926,medium,1,1,2284.404635516726,2742.1720361814128
4,2.25,2,0,2,1,6.958944260871056,winter,191.9986543587775,high,1,4,3203.516389899344,3843.576354110451
0,3.0,1,2,3,1,3.2729096411313603,summer,50.0,high,0,2,915.0828288907254,1100.8434124196665
1,3.0,2,3,4,2,5.595526975398638,summer,101.93168674647436,medium,0,5,2656.4214586540234,3186.9373328349566
2,3.0,1,1,4,2,4.030642544949073,summer,147.14781396794635,high,0,5,1850.102136107307,2223.444458744957
0,3.0,1,3,0,1,5.607025933230293,summer,58.647291086754215,medium,1,6,1187.4425713449566,1429.611700233138
0,2.25,2,1,4,2,7.059721726733838,summer,50.0,medium,0,4,1916.409550401477,2293.4683282724814
3,1.5,1,1,3,0,8.632740438812153,winter,187.66910611338017,low,0,5,2174.5586969097003,2612.7763024730684
1,2.25,2,3,2,1,6.5928586205884585,summer,55.134494800785696,high,1,1,2516.5098401364626,3030.750590576271
1,1.5,1,2,1,2,9.520433944703935,winter,69.30690269907542,medium,0,2,1382.6823403869494,1654.797398568934
2,3.0,2,2,3,1,3.707688800617208,summer,137.2355329762288,high,1,5,2875.476878326606,3455.0815708175187
1,3.0,1,3,1,2,6.772019995266919,summer,78.24455391807592,low,1,0,2375.3035053258263,2842.2083515802237
0,1.5,2,0,0,0,9.34986486262534,summer,50.0,low,0,1,1724.248695867519,2068.3980553432007
1,1.5,1,0,3,0,4.640446363704891,winter,104.91666025902197,medium,1,5,1249.3986225041,1502.7858638911052
1,1.5,2,1,2,0,8.39629426501908,summer,82.85771323489871,medium,0,2,2369.0577878855197,2840.132166067014
4,3.0,1,0,2,1,4.7861740167930105,winter,202.94914972664975,low,0,0,2696.866621615278,3236.2517817673706
0,2.25,2,3,3,2,9.843833375566046,summer,50.0,high,1,3,2268.1916681189355,2719.927380474412
1,2.25,2,3,3,1,8.298614778979921,summer,97.38251516094493,high,0,6,2595.367511257192,3112.284557078271
1,2.25,1,2,2,1,7.573036360221292,winter,102.72031564319882,medium,1,1,1587.34520325433,1900.041607506175
3,2.25,2,0,1,1,9.111532948761685,summer,198.6256735971922,low,1,1,5542.581447029415,6649.567302343776
1,3.0,2,0,3,0,7.113792589063381,summer,61.8151601054966,medium,1,0,2891.0385372358387,3466.542786022402
1,2.25,1,1,2,0,5.045750854916144,winter,68.44955919975874,medium,0,5,1182.6430053462589,1422.465984793268
4,1.5,1,3,4,2,5.226287070244458,summer,186.2511715082755,low,0,4,2876.206813541138,3450.7318083237587
0,1.5,1,3,3,0,7.121512786948303,summer,50.0,low,1,1,1211.471034029767,1452.7322097372173
2,1.5,2,3,0,2,6.696453778101711,summer,153.29930304867977,low,1,5,3320.584479008105,3984.8602181639135
0,1.5,2,2,0,2,9.356059686189635,winter,50.0,low,1,4,2135.3541575276263,2565.866214368328
3,2.25,1,2,3,0,6.793465646759687,summer,152.37203672162326,medium,0,0,3009.1880057382373,3614.408719421673
0,1.5,2,2,2,0,6.575291582831769,summer,50.0,high,1,1,1894.9046784936618,2270.089149874502
1,2.25,1,3,1,0,6.138651963089648,summer,74.29023508108781,low,0,1,1738.9789983826263,2081.1343479712705
3,2.25,2,3,3,2,3.9008003015211323,summer,189.632670424562,low,0,4,3380.9360350597913,4056.4256093574922
0,3.0,1,0,0,1,3.844113273568152,winter,55.34980427787758,high,1,3,1010.0956593636106,1203.7846439911648
3,3.0,2,3,1,2,7.6753396554594655,summer,162.16608682753903,medium,1,2,5152.093110080315,6178.319819767533
2,1.5,1,3,4,2,6.211488672644445,summer,152.68586548375382,medium,0,6,1885.946888353494,2268.663850142553
0,1.5,1,2,1,1,6.823609470616602,winter,65.3068113292256,medium,0,2,947.1450020426554,1131.8967116406895
1,1.5,1,0,4,2,9.489559632380942,summer,116.90373748568739,low,0,2,1896.247806574702,2283.111846414658
3,1.5,2,3,0,2,8.480783473998718,summer,133.63950542857467,low,0,2,4141.592306998616,4969.7029503865815
4,2.25,2,1,4,0,5.656768134368768,winter,208.98312822520353,low,1,6,3507.220035333338,4209.721337598503
3,2.25,2,2,1,0,8.445560286218058,winter,163.31476977536988,medium,1,1,3380.9441309296835,4058.7700870353833
4,1.5,1,1,0,1,9.81587892328835,winter,207.9521388640693,high,0,4,2075.8979117460676,2493.1076316736685
1,1.5,2,0,1,0,4.143787375230463,winter,95.19050750741613,high,0,2,1850.6064007170323,2216.075197068948
2,2.25,2,2,3,0,9.277646004012855,summer,135.17145663235922,medium,1,1,3821.12227542934,4581.508688821665
4,3.0,1,0,1,0,5.479806480086811,winter,217.97434886363942,medium,0,3,2458.622672409855,2950.1626154269825
2,2.25,1,3,3,1,8.150727704108677,summer,124.50785656414378,low,0,1,3191.0514485918925,3822.0022573835854
3,3.0,1,2,3,1,7.7561889850434085,winter,163.00093557833907,low,1,4,3343.821749527886,4014.3180017195396
1,1.5,1,0,4,0,7.949749352385138,summer,92.47354796065915,medium,0,5,1476.8115635381737,1768.354436079588
4,2.25,2,0,3,2,9.243425498703672,winter,190.82590932251912,low,1,3,4719.348014156417,5661.872717520451
3,3.0,1,0,4,1,7.413349683818368,winter,179.23692987325097,high,0,1,2272.071361173201,2733.586229710341
0,2.25,2,1,3,1,4.334910683575909,summer,76.1104430362542,high,0,0,1765.214289572864,2117.273837099174
3,3.0,1,2,0,2,7.682486947498829,winter,197.07764422113908,low,0,4,3157.9801794467967,3793.6544931562917
2,1.5,2,0,4,2,5.369727679424657,summer,117.68707470353287,high,0,4,2432.090573704189,2917.903057121796
1,1.5,1,2,1,0,9.680493561485985,summer,74.93135602168098,low,1,4,2038.7089389840035,2444.743344293215
1,1.5,1,3,4,2,5.192937053298998,summer,93.76281121598467,medium,1,3,1462.8618174226008,1752.9969823306878
3,2.25,1,3,0,2,4.687586946147483,winter,198.65706729362694,high,0,1,1580.7441051334022,1899.9485786237256
0,3.0,1,0,3,2,3.1089996027296563,winter,50.0,medium,1,2,1025.2341115472386,1221.641695481908
2,3.0,1,2,0,0,9.03451006506208,summer,131.43995328620787,low,1,4,4289.063986790624,5145.25126678075
3,3.0,2,0,2,0,9.412450994913561,winter,147.2098045854337,medium,1,6,3924.358334461669,4703.315892667253
3,1.5,2,0,0,0,3.473466767713821,summer,223.94892535031664,low,0,3,2648.427023115577,3171.9715611091056
1,1.5,2,1,0,0,5.902353293141374,summer,93.38045895835783,low,0,6,2277.587621572803,2733.471325777702
2,1.5,2,2,0,1,5.930134174902513,winter,167.6848942312355,low,1,1,2529.5593297969776,3040.658012345926
0,2.25,2,1,1,0,8.601940541087206,winter,50.0,medium,1,3,1881.4628291968197,2258.2081376262827
1,3.0,1,0,1,0,5.405894027205349,summer,112.38438018161135,high,0,2,1473.9243239161185,1779.1138567405835
3,3.0,1,1,0,2,5.403720269837877,winter,157.5222409464429,low,1,1,2571.805418469792,3084.18276108098
1,3.0,2,1,2,0,5.32206154076424,winter,101.88417511518962,high,1,4,2213.3255963310417,2648.7614922626967
1,2.25,2,1,2,0,6.004455939994976,summer,83.90000647023147,medium,1,5,2557.30142727675,3063.5175926163593
4,2.25,2,3,4,2,7.498636237618903,summer,199.6943641325768,low,0,1,5898.51439296598,7074.5721838990485
1,2.25,2,3,0,0,9.77990121429206,summer,98.5150305753475,high,0,6,2610.0556448629186,3126.5489642116036
1,2.25,2,1,4,2,6.697274871092289,winter,89.39042011084263,high,1,6,2276.62274434128,2730.2407660465115
2,2.25,1,2,3,1,5.726402856544781,summer,102.64650638048832,low,1,3,2597.4998963541298,3114.9977743729464
1,1.5,2,3,2,2,3.1230981287524315,winter,84.19499054038306,low,1,6,2111.26007060838,2530.648414815841
0,2.25,1,1,3,2,4.121481738840378,summer,50.0,high,1,2,1114.3919578167786,1344.3878237794952
3,1.5,2,0,3,1,9.636556422143562,winter,157.59696828181683,high,1,0,2826.914250969107,3386.6427056689026
2,3.0,1,3,0,2,4.818131175438542,winter,119.86390370613036,low,0,5,1861.366639858132,2231.0043443305253
1,3.0,2,0,2,2,4.4122769093893215,winter,92.5436347795415,medium,0,2,2129.7132704123865,2553.304556899987
0,3.0,2,1,4,1,4.205537005254122,summer,50.0,low,1,5,1917.0814954574823,2295.497116139754
3,1.5,1,1,3,2,7.116661184226075,winter,186.47614309735468,high,1,3,1745.580564760334,2088.1107233983416
2,2.25,1,1,0,1,5.764651350294857,winter,149.3938478203246,medium,0,4,1553.1102699480487,1861.174732627188
0,2.25,1,0,1,1,7.08749232453802,summer,57.39405701373911,low,1,6,1196.6230710646125,1438.1236764736902
1,2.25,2,3,2,1,9.818090872593391,summer,107.98078154711143,low,1,6,3489.9850338720394,4194.187298628178
4,1.5,2,1,1,0,3.5220402707719645,winter,193.10452196071117,low,1,0,2579.608644439506,3094.352138651376
4,1.5,2,2,4,1,3.943031478426082,winter,240.924198324258,high,0,3,2267.4663820895416,2721.4432351454893
2,1.5,2,1,4,2,7.015192933512523,winter,103.2420059074294,low,1,1,2798.003674288164,3364.706568408307
0,2.25,1,3,4,0,4.147709361895947,winter,50.0,high,0,6,949.2427290544107,1140.5769378707305
3,2.25,1,3,2,2,7.643700756203691,summer,181.1794844846135,medium,1,0,3579.6593821741276,4300.076954737597
0,1.5,1,2,3,1,8.699352138357163,summer,84.19149542651125,medium,1,1,1144.5167905478022,1368.6802727123406
4,2.25,1,1,0,0,8.09421589363402,summer,211.20831684682298,high,0,1,3509.3198072697587,4208.080296393096
2,1.5,1,3,3,2,5.221594814057597,summer,161.67265926341594,high,0,5,1588.2372273977887,1900.450438329596
1,3.0,1,3,2,0,8.867238809489166,winter,84.3254810426582,low,1,5,2026.4423651353204,2431.5908054103334
